key	status	detail	canonical_title
amodei2016concrete	OK	arXiv:1606.06565 sim=1.00	Concrete Problems in AI Safety
silver2016mastering	OK	crossref sim=1.00 year=2016 doi=10.1038/nature16961	Mastering the game of Go with deep neural networks and tree search
andreas2017modular	OK	arXiv:1611.01796 sim=1.00	Modular Multitask Reinforcement Learning with Policy Sketches
lynch2021language	OK	arxiv-title sim=1.00 id=2005.07648	Language Conditioned Imitation Learning over Unstructured Data
yao2023tree	OK	arxiv-title sim=1.00 id=2305.10601	Tree of Thoughts: Deliberate Problem Solving with Large Language Models
shinn2023reflexion	OK	arxiv-title sim=1.00 id=2303.11366	Reflexion: Language Agents with Verbal Reinforcement Learning
madaan2023selfrefine	OK	arxiv-title sim=1.00 id=2303.17651	Self-Refine: Iterative Refinement with Self-Feedback
casper2023open	OK	arXiv:2307.15217 sim=1.00	Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback
ouyang2022training	OK	arxiv-title sim=1.00 id=2203.02155	Training language models to follow instructions with human feedback
guo2025deepseek	OK	arXiv:2501.12948 sim=1.00	DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning
christiano2017deep	OK	arXiv:1706.03741 sim=1.00	Deep reinforcement learning from human preferences
gou2024critic	OK	arXiv:2305.11738 sim=1.00	CRITIC: Large Language Models Can Self-Correct with Tool-Interactive Critiquing
stiennon2020learning	OK	arXiv:2009.01325 sim=0.90	Learning to summarize from human feedback
cote2018textworld	OK	arxiv-title sim=1.00 id=1806.11532	TextWorld: A Learning Environment for Text-based Games
huang2023voxposer	OK	arXiv:2307.05973 sim=1.00	VoxPoser: Composable 3D Value Maps for Robotic Manipulation with Language Models
singh2022progprompt	OK	arXiv:2209.11302 sim=1.00	ProgPrompt: Generating Situated Robot Task Plans using Large Language Models
liang2022code	OK	arXiv:2209.07753 sim=0.96	Code as Policies: Language Model Programs for Embodied Control
driess2023palm	OK	arXiv:2303.03378 sim=1.00	PaLM-E: An Embodied Multimodal Language Model
branavan2009reinforcement	WHITELISTED	ACL-IJCNLP 2009, DOI 10.3115/1687878.1687892; verified via OpenAlex 2026-07-11 (not on arXiv)	
misra2017mapping	OK	arxiv-title sim=1.00 id=1704.08795	Mapping Instructions and Visual Observations to Actions with Reinforcement Learning
chaplot2018gated	OK	arxiv-title sim=1.00 id=1706.07230	Gated-Attention Architectures for Task-Oriented Language Grounding
hermann2017grounded	OK	arXiv:1706.06551 sim=1.00	Grounded Language Learning in a Simulated 3D World
macglashan2017interactive	OK	arXiv:1701.06049 sim=1.00	Interactive Learning from Policy-Dependent Human Feedback
lee2023rlaif	OK	arXiv:2309.00267 sim=1.00	RLAIF vs. RLHF: Scaling Reinforcement Learning from Human Feedback with AI Feedback
singh2023beyond	OK	arXiv:2312.06585 sim=1.00	Beyond Human Data: Scaling Self-Training for Problem-Solving with Language Models
lambert2024tulu	OK	arXiv:2411.15124 sim=1.00	Tulu 3: Pushing Frontiers in Open Language Model Post-Training
meng2024simpo	OK	arxiv-title sim=1.00 id=2405.14734	SimPO: Simple Preference Optimization with a Reference-Free Reward
hong2024orpo	OK	arxiv-title sim=1.00 id=2403.07691	ORPO: Monolithic Preference Optimization without Reference Model
azar2024general	OK	arxiv-title sim=1.00 id=2310.12036	A General Theoretical Paradigm to Understand Learning from Human Preferences
ethayarajh2024kto	OK	arXiv:2402.01306 sim=1.00	KTO: Model Alignment as Prospect Theoretic Optimization
yuan2024self	OK	arXiv:2401.10020 sim=1.00	Self-Rewarding Language Models
schulman2017proximal	OK	arXiv:1707.06347 sim=1.00	Proximal Policy Optimization Algorithms
lightman2024let	OK	arXiv:2305.20050 sim=1.00	Let's Verify Step by Step
hong2024metagpt	OK	arxiv-title sim=1.00 id=2308.00352	MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework
zheng2023judging	OK	arxiv-title sim=1.00 id=2306.05685	Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena
besta2024graph	OK	arxiv-title sim=1.00 id=2308.09687	Graph of Thoughts: Solving Elaborate Problems with Large Language Models
schick2023toolformer	OK	arxiv-title sim=1.00 id=2302.04761	Toolformer: Language Models Can Teach Themselves to Use Tools
chen2024teaching	OK	arxiv-title sim=1.00 id=2304.05128	Teaching Large Language Models to Self-Debug
wei2022chain	OK	arxiv-title sim=1.00 id=2201.11903	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models
kamoi2024can	OK	arxiv-title sim=1.00 id=2406.01297	When Can LLMs Actually Correct Their Own Mistakes? A Critical Survey of Self-Correction of LLMs
luketina2019survey	OK	arXiv:1906.03926 sim=1.00	A Survey of Reinforcement Learning Informed by Natural Language
yu2023language	OK	arXiv:2306.08647 sim=1.00	Language to Rewards for Robotic Skill Synthesis
xie2024text2reward	OK	arxiv-title sim=1.00 id=2309.11489	Text2Reward: Reward Shaping with Language Models for Reinforcement Learning
ma2024eureka	OK	arxiv-title sim=1.00 id=2310.12931	Eureka: Human-Level Reward Design via Coding Large Language Models
sharma2022correcting	OK	arXiv:2204.05186 sim=1.00	Correcting Robot Plans with Natural Language Feedback
huang2022inner	OK	arXiv:2207.05608 sim=1.00	Inner Monologue: Embodied Reasoning through Planning with Language Models
shridhar2020alfworld	OK	arXiv:2010.03768 sim=1.00	ALFWorld: Aligning Text and Embodied Environments for Interactive Learning
yao2020keep	OK	arxiv-title sim=1.00 id=2010.02903	Keep CALM and Explore: Language Models for Action Generation in Text-based Games
chevalier2018babyai	OK	arXiv:1810.08272 sim=1.00	BabyAI: A Platform to Study the Sample Efficiency of Grounded Language Learning
ahn2022can	OK	arXiv:2204.01691 sim=1.00	Do As I Can, Not As I Say: Grounding Language in Robotic Affordances
suzgun2026dynamic	OK	arxiv-title sim=1.00 id=2504.07952	Dynamic Cheatsheet: Test-Time Learning with Adaptive Memory
du2023debate	OK	arxiv-title sim=1.00 id=2305.14325	Improving Factuality and Reasoning in Language Models through Multiagent Debate
bai2022constitutional	OK	arXiv:2212.08073 sim=1.00	Constitutional AI: Harmlessness from AI Feedback
luo2025fcp	OK	arXiv:2509.22638 sim=1.00	Language Models Can Learn from Verbal Feedback Without Scalar Rewards
hao2023reasoning	OK	arxiv-title sim=1.00 id=2305.14992	Reasoning with Language Model is Planning with World Model
paul2024refiner	OK	arXiv:2304.01904 sim=1.00	REFINER: Reasoning Feedback on Intermediate Representations
chen2024ilf	WHITELISTED	TMLR 2024 title of arXiv:2303.16749 precursor (retitled at TMLR); same 8 authors; verified via OpenAlex + arXiv id 2026-07-11	
scheurer2023training	OK	arXiv:2303.16755 sim=1.00	Training Language Models with Language Feedback at Scale
huang2022selfimprove	OK	arXiv:2210.11610 sim=1.00	Large Language Models Can Self-Improve
rafailov2023direct	OK	arxiv-title sim=1.00 id=2305.18290	Direct Preference Optimization: Your Language Model is Secretly a Reward Model
zelikman2022star	OK	arxiv-title sim=1.00 id=2203.14465	STaR: Bootstrapping Reasoning With Reasoning
yuksekgonul2024textgrad	OK	arXiv:2406.07496 sim=1.00	TextGrad: Automatic "Differentiation" via Text
agrawal2026gepa	OK	arXiv:2507.19457 sim=1.00	GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning
zhou2023ape	OK	arXiv:2211.01910 sim=1.00	Large Language Models Are Human-Level Prompt Engineers
yang2024opro	OK	arXiv:2309.03409 sim=1.00	Large Language Models as Optimizers
guo2024evoprompt	WHITELISTED	ICLR 2024 published title; arXiv v3 retitled "EvoPrompt: Connecting LLMs..."; eprint 2309.08532 verified by id 2026-07-11	
fernando2023promptbreeder	OK	arXiv:2309.16797 sim=1.00	Promptbreeder: Self-Referential Self-Improvement Via Prompt Evolution
opsahlong2024mipro	OK	arxiv-title sim=1.00 id=2406.11695	Optimizing Instructions and Demonstrations for Multi-Stage Language Model Programs
zhang2025genrm	OK	arXiv:2408.15240 sim=1.00	Generative Verifiers: Reward Modeling as Next-Token Prediction
zhao2025genprm	OK	arxiv-title sim=1.00 id=2504.00891	GenPRM: Scaling Test-Time Compute of Process Reward Models via Generative Reasoning
wang2024mathshepherd	OK	arXiv:2312.08935 sim=1.00	Math-Shepherd: Verify and Reinforce LLMs Step-by-step without Human Annotations
wang2023shepherd	OK	arXiv:2308.04592 sim=1.00	Shepherd: A Critic for Language Model Generation
mcaleese2024criticgpt	OK	arXiv:2407.00215 sim=1.00	LLM Critics Help Catch LLM Bugs
wang2023voyager	OK	arXiv:2305.16291 sim=1.00	Voyager: An Open-Ended Embodied Agent with Large Language Models
park2023genagents	OK	arxiv-title sim=1.00 id=2304.03442	Generative Agents: Interactive Simulacra of Human Behavior
zhao2024expel	OK	arxiv-title sim=1.00 id=2308.10144	ExpeL: LLM Agents Are Experiential Learners
yao2023react	OK	arxiv-title sim=1.00 id=2210.03629	ReAct: Synergizing Reasoning and Acting in Language Models
snell2024scaling	OK	arXiv:2408.03314 sim=1.00	Scaling LLM Test-Time Compute Optimally can be More Effective than Scaling Model Parameters
ning2026code	OK	arXiv:2605.18747 sim=1.00	Code as Agent Harness
cohen2025compositional	OK	arXiv:2501.12539 sim=1.00	Compositional Instruction Following with Language Models and Reinforcement Learning
li2026ground	OK	arxiv-title sim=1.00 id=2507.10741	Ground-Compose-Reinforce: Grounding Language in Agentic Behaviours using Limited Data
hu2025divide	OK	arXiv:2505.19761 sim=1.00	Divide and Conquer: Grounding LLMs as Efficient Decision-Making Agents via Offline Hierarchical Reinforcement Learning
zhang2025towards	OK	arxiv-title sim=1.00 id=2405.14314	Towards Efficient LLM Grounding for Embodied Multi-Agent Collaboration
sakai2025revisiting	OK	arxiv-title sim=1.00 id=2506.15629	Revisiting Compositional Generalization Capability of Large Language Models Considering Instruction Following Ability
bhat2024grounding	OK	arXiv:2402.08546 sim=1.00	Grounding LLMs For Robot Task Planning Using Closed-loop State Feedback
huang2025escacontextualizingembodiedagents	OK	arXiv:2510.15963 sim=1.00	ESCA: Contextualizing Embodied Agents via Scene-Graph Generation
zhou2025code	OK	arxiv-title sim=1.00 id=2412.04455	Code-as-Monitor: Constraint-aware Visual Programming for Reactive and Proactive Robotic Failure Detection
kim2025multi	OK	arxiv-title sim=1.00 id=2412.17288	Multi-Modal Grounded Planning and Efficient Replanning For Learning Embodied Agents with A Few Examples
zhang2025llm	OK	arxiv-title sim=1.00 id=2511.07727	LLM-GROP: Visually Grounded Robot Task and Motion Planning with Large Language Models
joublin2024copal	OK	arxiv-title sim=1.00 id=2310.07263	CoPAL: Corrective Planning of Robot Actions with Large Language Models
sun2025large	OK	arxiv-title sim=1.00 id=2410.14660	A Large Language Model-Driven Reward Design Framework via Dynamic Feedback for Reinforcement Learning
sun2025prof	OK	arXiv:2511.13765 sim=1.00	PROF: An LLM-based Reward Code Preference Optimization Framework for Offline Imitation Learning
zeng2024video2reward	OK	arXiv:2412.05515 sim=1.00	Video2Reward: Generating Reward Function from Videos for Legged Robot Behavior Learning
shi2025ssr	OK	arXiv:2511.10621 sim=1.00	SSR: Socratic Self-Refine for Large Language Model Reasoning
wang2025learning	OK	arXiv:2509.00084 sim=1.00	Learning to Refine: Self-Refinement of Parallel Reasoning in LLMs
gehring2024rlef	OK	arXiv:2410.02089 sim=1.00	RLEF: Grounding Code LLMs in Execution Feedback with Reinforcement Learning
liu2026learningselfdebatepreparingreasoning	OK	arXiv:2601.22297 sim=1.00	Learning from Self-Debate: Preparing Reasoning Models for Multi-Agent Debate
zhou2025adaptive	OK	crossref sim=1.00 year=2025 doi=10.1007/s44443-025-00353-3	Adaptive heterogeneous multi-agent debate for enhanced educational and factual reasoning in large language models
du2026memory	OK	arXiv:2603.07670 sim=1.00	Memory for Autonomous LLM Agents:Mechanisms, Evaluation, and Emerging Frontiers
tan2025membench	OK	arxiv-title sim=1.00 id=2506.21605	MemBench: Towards More Comprehensive Evaluation on the Memory of LLM-based Agents
dong2026memory	OK	arxiv-title sim=1.00 id=2503.03704	Memory Injection Attacks on LLM Agents via Query-Only Interaction
klissarov2026improving	OK	arXiv:2602.16066 sim=1.00	Improving Interactive In-Context Learning from Natural Language Feedback
liu2025agenticreinforcementlearningimplicit	OK	arXiv:2509.19199 sim=1.00	Agentic Reinforcement Learning with Implicit Step Rewards
khalifa2025processrewardmodelsthink	OK	arXiv:2504.16828 sim=1.00	Process Reward Models That Think
lin2024criticbench	OK	arxiv-title sim=1.00 id=2402.14809	CriticBench: Benchmarking LLMs for Critique-Correct Reasoning
wang2026text2gradreinforcementlearningnatural	OK	arXiv:2505.22338 sim=1.00	Text2Grad: Reinforcement Learning from Natural Language Feedback
bandlamudi2025framework	OK	arXiv:2504.15546 sim=1.00	A Framework for Testing and Adapting REST APIs as LLM Tools
zhan2025adaptive	OK	arxiv-title sim=1.00 id=2503.00061	Adaptive Attacks Break Defenses Against Indirect Prompt Injection Attacks on LLM Agents
shi2025prompt	OK	arXiv:2504.19793 sim=1.00	Prompt Injection Attack to Tool Selection in LLM Agents
chen2025secaligndefendingpromptinjection	OK	arXiv:2410.05451 sim=1.00	SecAlign: Defending Against Prompt Injection with Preference Optimization
beurer2025design	OK	arXiv:2506.08837 sim=1.00	Design Patterns for Securing LLM Agents against Prompt Injections
qian2025dean	OK	arXiv:2508.05952 sim=1.00	Dean of LLM Tutors: A Framework for Automated Quality Review of AI-generated Feedback
ahtisham2026ai	OK	arxiv-title sim=1.00 id=2511.09785	AI Annotation Orchestration: Evaluating LLM verifiers to Improve the Quality of LLM Annotations in Learning Analytics
huang2025medreflect	OK	arXiv:2510.03687 sim=1.00	MedReflect: Teaching Medical LLMs to Self-Improve via Reflective Correction
zhou2025enhancing	OK	arXiv:2511.10067 sim=1.00	Enhancing the Medical Context-Awareness Ability of LLMs via Multifaceted Self-Refinement Learning
hatamizadeh2026igrpo	OK	arXiv:2602.09000 sim=1.00	iGRPO: Self-Feedback-Driven LLM Reasoning
liu2026dual	OK	arXiv:2601.05616 sim=1.00	Dual-Phase LLM Reasoning: Self-Evolved Mathematical Frameworks
wang2025openhands	OK	arxiv-title sim=1.00 id=2407.16741	OpenHands: An Open Platform for AI Software Developers as Generalist Agents
feng2024natural	OK	arXiv:2411.14251 sim=1.00	Natural Language Reinforcement Learning
zhou2025memento	OK	arXiv:2508.16153 sim=1.00	Memento: Fine-tuning LLM Agents without Fine-tuning LLMs
xie2025capo	OK	arXiv:2508.02298 sim=1.00	CAPO: Towards Enhancing LLM Reasoning through Generative Credit Assignment
chai2024marlhf	OK	arXiv:2410.02743 sim=1.00	MA-RLHF: Reinforcement Learning from Human Feedback with Macro Actions
pignatelli2024assessing	OK	arXiv:2409.12798 sim=1.00	Assessing the Zero-Shot Capabilities of LLMs for Action Evaluation in RL
lin2025speaking	OK	arXiv:2502.03723 sim=1.00	Speaking the Language of Teamwork: LLM-Guided Credit Assignment in Multi-Agent Reinforcement Learning
li2024red	OK	arXiv:2411.08302 sim=1.00	RED: Unleashing Token-Level Rewards from Holistic Feedback via Reward Redistribution
zhou2024treg	OK	arXiv:2412.02685 sim=1.00	T-REG: Preference Optimization with Token-Level Reward Regularization
koo2025learning	OK	arXiv:2504.16272 sim=1.00	Learning Explainable Dense Reward Shapes via Bayesian Optimization
huang2026bootstrapping	OK	arXiv:2603.04597 sim=1.00	Bootstrapping Exploration with Group-Level Natural Language Feedback in Reinforcement Learning
zhong2024policy	OK	arXiv:2402.07876 sim=1.00	Policy Improvement using Language Feedback Models
cheng2023llfbench	OK	arXiv:2312.06853 sim=1.00	LLF-Bench: Benchmark for Interactive Learning from Language Feedback
stephan2024rlvf	OK	arXiv:2402.10893 sim=1.00	RLVF: Learning from Verbal Feedback without Overgeneralization
abdulhai2023lmrl	OK	arXiv:2311.18232 sim=1.00	LMRL Gym: Benchmarks for Multi-Turn Reinforcement Learning with Language Models
xu2025formalizing	OK	arXiv:2506.10341 sim=1.00	Formalizing Learning from Language Feedback with Provable Guarantees
he2024words	OK	arXiv:2405.19883 sim=1.00	From Words to Actions: Unveiling the Theoretical Underpinnings of LLM-Driven Autonomous Systems
zhang2026reasoning	OK	arXiv:2604.09459 sim=1.00	From Reasoning to Agentic: Credit Assignment in Reinforcement Learning for Large Language Models
wei2025reinforcing	OK	arXiv:2505.11821 sim=1.00	Reinforcing Multi-Turn Reasoning in LLM Agents via Turn-Level Reward Design
zhou2024archer	OK	arXiv:2402.19446 sim=1.00	ArCHer: Training Language Model Agents via Hierarchical Multi-Turn RL
wang2025information	OK	arXiv:2510.14967 sim=1.00	Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn Search Agents
qu2024latent	OK	arXiv:2412.11120 sim=1.00	Latent Reward: LLM-Empowered Credit Assignment in Episodic Reinforcement Learning
yan2026memoryr2	OK	arXiv:2605.21768 sim=1.00	Memory-R2: Fair Credit Assignment for Long-Horizon Memory-Augmented LLM Agents
dong2026how	OK	arXiv:2606.10646 sim=1.00	How Does Reasoning Flow? Tracing Attention-Induced Information Flow for Targeted RL in LLMs
gunjal2025rubrics	OK	arXiv:2507.17746 sim=1.00	Rubrics as Rewards: Reinforcement Learning Beyond Verifiable Domains
huang2025reinforcement	OK	arXiv:2508.12790 sim=1.00	Reinforcement Learning with Rubric Anchors
li2026rubrichub	OK	arXiv:2601.08430 sim=1.00	RubricHub: A Comprehensive and Highly Discriminative Rubric Dataset via Automated Coarse-to-Fine Generation
yuan2025curing	OK	arXiv:2510.07774 sim=1.00	Curing Miracle Steps in LLM Mathematical Reasoning with Rubric Rewards
mahmoud2026reward	OK	arXiv:2605.12474 sim=1.00	Reward Hacking in Rubric-Based Reinforcement Learning
da2025agentrlvr	OK	arXiv:2506.11425 sim=1.00	Agent-RLVR: Training Software Engineering Agents via Guidance and Environment Rewards
wu2025position	OK	arXiv:2509.21882 sim=1.00	Position: The Hidden Costs and Measurement Gaps of Reinforcement Learning with Verifiable Rewards
liu2025inferencetime	OK	arXiv:2504.02495 sim=1.00	Inference-Time Scaling for Generalist Reward Modeling
guo2025reward	OK	arXiv:2505.14674 sim=1.00	Reward Reasoning Model
wang2025gramr2	OK	arXiv:2509.02492 sim=1.00	GRAM-R$^2$: Self-Training Generative Foundation Reward Models for Reward Reasoning
wang2024selftaught	OK	arXiv:2408.02666 sim=1.00	Self-Taught Evaluators
yu2024selfgenerated	OK	arXiv:2411.16646 sim=1.00	Self-Generated Critiques Boost Reward Modeling for Language Models
saha2025learning	OK	arXiv:2501.18099 sim=1.00	Learning to Plan & Reason for Evaluation with Thinking-LLM-as-a-Judge
huang2025thinkj	OK	arXiv:2505.14268 sim=1.00	Think-J: Learning to Think for Generative LLM-as-a-Judge
wu2024metarewarding	OK	arXiv:2407.19594 sim=1.00	Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge
wang2026reward	OK	arXiv:2601.07349 sim=1.00	Reward Modeling from Natural Language Human Feedback
zheng2024processbench	OK	arXiv:2412.06559 sim=1.00	ProcessBench: Identifying Process Errors in Mathematical Reasoning
yin2025dynamic	OK	arXiv:2507.17849 sim=1.00	Dynamic and Generalizable Process Reward Modeling
rahman2025spark	OK	arXiv:2512.03244 sim=1.00	SPARK: Stepwise Process-Aware Rewards for Reference-Free Reinforcement Learning
du2025mmprm	OK	arXiv:2505.13427 sim=1.00	MM-PRM: Enhancing Multimodal Mathematical Reasoning with Scalable Step-Level Supervision
chen2025rmr1	OK	arXiv:2505.02387 sim=1.00	RM-R1: Reward Modeling as Reasoning
whitehouse2025j1	OK	arXiv:2505.10320 sim=1.00	J1: Incentivizing Thinking in LLM-as-a-Judge via Reinforcement Learning
viswanathan2025checklists	OK	arXiv:2507.18624 sim=1.00	Checklists Are Better Than Reward Models For Aligning Language Models
zhang2025lessons	OK	arXiv:2501.07301 sim=1.00	The Lessons of Developing Process Reward Models in Mathematical Reasoning
liu2025openrubrics	OK	arXiv:2510.07743 sim=1.00	OpenRubrics: Towards Scalable Synthetic Rubric Generation for Reward Modeling and LLM Alignment
rezaei2025online	OK	arXiv:2510.07284 sim=1.00	Online Rubrics Elicitation from Pairwise Comparisons
ye2025selfrewarding	OK	arXiv:2509.25534 sim=1.00	Self-Rewarding Rubric-Based Reinforcement Learning for Open-Ended Reasoning
xiong2025stepwiser	OK	arXiv:2508.19229 sim=1.00	StepWiser: Stepwise Generative Judges for Wiser Reasoning
hong2025thinkrm	OK	arXiv:2505.16265 sim=1.00	Think-RM: Enabling Long-Horizon Reasoning in Generative Reward Models
zhou2025libra	OK	arXiv:2507.21645 sim=1.00	Libra: Assessing and Improving Reward Model by Learning to Think
wang2025infimedorbit	OK	arXiv:2510.15859 sim=1.00	InfiMed-ORBIT: Aligning LLMs on Open-Ended Complex Tasks via Rubric-Based Incremental Training
wu2025rlac	OK	arXiv:2511.01758 sim=1.00	RLAC: Reinforcement Learning with Adversarial Critic for Free-Form Generation Tasks
xu2026rubrics	OK	arXiv:2604.02795 sim=1.00	Rubrics to Tokens: Bridging Response-level Rubrics and Token-level Rewards in Instruction Following Tasks
guan2026evorubric	OK	arXiv:2605.29847 sim=1.00	EvoRubric: Self-Evolving Rubric-Driven RL for Open-Ended Generation
chen2026from	OK	arXiv:2606.08625 sim=1.00	From Holistic Evaluation to Structured Criteria: Rubrics Across the Evolving LLM Landscape
xu2025metatextgrad	OK	arXiv:2505.18524 sim=1.00	metaTextGrad: Automatically optimizing language model optimizers
xiao2024verbalized	OK	arXiv:2406.04344 sim=1.00	Verbalized Machine Learning: Revisiting Machine Learning with Language Models
cai2025trainingfree	OK	arXiv:2510.08191 sim=1.00	Training-Free Group Relative Policy Optimization
zhang2025agentic	OK	arXiv:2510.04618 sim=1.00	Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models
chen2026learning	OK	arXiv:2603.18620 sim=1.00	Learning to Self-Evolve
lu2026p2o	OK	arXiv:2603.21877 sim=1.00	P^2O: Joint Policy and Prompt Optimization
zhang2026evolutionary	OK	arXiv:2602.14697 sim=1.00	Evolutionary System Prompt Learning for Reinforcement Learning in LLMs
chen2026textual	OK	arXiv:2601.21064 sim=1.00	Textual Equilibrium Propagation for Deep Compound AI Systems
liu2026reflection	OK	arXiv:2603.18388 sim=1.00	Reflection in the Dark: Exposing and Escaping the Black Box in Reflective Prompt Optimization
darshan2026when	OK	arXiv:2605.26046 sim=1.00	When Gradients Collide: Failure Modes of Multi-Objective Prompt Optimization for LLM Judges
nie2024importance	OK	arXiv:2405.16434 sim=1.00	The Importance of Directional Feedback for LLM-based Optimizers
khattab2023dspy	OK	arXiv:2310.03714 sim=1.00	DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines
cheng2024trace	OK	arXiv:2406.16218 sim=1.00	Trace is the Next AutoDiff: Generative Optimization with Rich Feedback, Execution Traces, and LLMs
zhou2024symbolic	OK	arXiv:2406.18532 sim=1.00	Symbolic Learning Enables Self-Evolving Agents
hu2024automated	OK	arXiv:2408.08435 sim=1.00	Automated Design of Agentic Systems
zhang2024aflow	OK	arXiv:2410.10762 sim=1.00	AFlow: Automating Agentic Workflow Generation
wang2024how	OK	arXiv:2412.03624 sim=1.00	How to Correctly do Semantic Backpropagation on Language-based Agentic Systems
yin2025llmautodiff	OK	arXiv:2501.16673 sim=1.00	LLM-AutoDiff: Auto-Differentiate Any LLM Workflow
zhang2024revolve	OK	arXiv:2412.03092 sim=1.00	REVOLVE: Optimizing AI Systems by Tracking Response Evolution in Textual Optimization
xiang2025selfsupervised	OK	arXiv:2502.06855 sim=1.00	Self-Supervised Prompt Optimization
zweiger2025selfadapting	OK	arXiv:2506.10943 sim=1.00	Self-Adapting Language Models
ma2024are	OK	arXiv:2402.02101 sim=1.00	Are Large Language Models Good Prompt Optimizers?
das2024greater	OK	arXiv:2412.09722 sim=1.00	GReaTer: Gradients over Reasoning Makes Smaller Language Models Strong Prompt Optimizers
zhou2025multiagent	OK	arXiv:2502.02533 sim=1.00	Multi-Agent Design: Optimizing Agents with Better Prompts and Topologies
hebbar2026sia	OK	arXiv:2605.27276 sim=1.00	SIA: Self Improving AI with Harness & Weight Updates
